,phylum,class,order,family,genus,species,taxon
5012,Actinobacteria <phylum>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella uli,Olsenella uli DSM 7084
5047,Actinobacteria <phylum>,Coriobacteriia,,,,,Coriobacteriia
5620,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum
5721,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,Bifidobacterium kashiwanohense PV20-2
11824,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
3396,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,,Tetragenococcus
8853,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,Achromobacter xylosoxidans
25,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. 17Sr1-28,Methylobacterium sp. 17Sr1-28
386,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus <bacteria>,Paracoccus aminovorans,Paracoccus aminovorans
2388,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus subtilis,Bacillus subtilis
2647,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
3510,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
3513,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,Lactobacillus delbrueckii subsp. bulgaricus 2038
4974,Chloroflexi <phylum>,Thermomicrobia <class>,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Sphaerobacter thermophilus,Sphaerobacter thermophilus DSM 20745
6075,Actinobacteria <phylum>,Actinobacteria <class>,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,,Amycolatopsis
7421,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,,,Chitinophagaceae
7760,Elusimicrobia <phylum>,,,,,,Elusimicrobia <phylum>
10503,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,Pseudomonas putida F1
11630,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,Shigella flexneri G1663
11997,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,,Citrobacter
1965,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides difficile
2899,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus durans,Enterococcus durans
2910,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium
2917,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium
2921,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium
2928,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium T110
3352,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gilvus,Enterococcus gilvus
3353,Firmicutes,Bacilli,Lactobacillales,,,,Lactobacillales
3397,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,,Tetragenococcus
3876,,,,,,,Bacteria <prokaryotes>
11573,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11616,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
12044,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,Klebsiella oxytoca
12118,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,Klebsiella aerogenes KCTC 2190
1309,Spirochaetes <phylum>,Spirochaetia,,,,,Spirochaetia
1940,Firmicutes,Clostridia,,,,,Clostridia
1993,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,Lachnospiraceae
2971,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. cremoris A76
3087,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus porcinus,Streptococcus porcinus
3625,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,,,Leuconostocaceae
3626,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,,,Leuconostocaceae
4143,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,Mycoplasma
4330,,,,,,,Terrabacteria group
4332,,,,,,,Bacteria <prokaryotes>
5602,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces
5616,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,Bifidobacterium scardovii JCM 12489 = DSM 13734
5655,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
5678,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve JCM 7017
5694,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium thermophilum,Bifidobacterium thermophilum RBL67
5717,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis
5730,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
5731,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
5746,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
5749,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
6577,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,,,,Corynebacteriales
6578,Actinobacteria <phylum>,Actinobacteria <class>,,,,,Actinobacteria <class>
7265,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides fragilis,Bacteroides fragilis NCTC 9343
7273,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides fragilis,Bacteroides fragilis
7351,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Odoribacteraceae,,,Odoribacteraceae
7720,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia glycaniphila,Akkermansia glycaniphila
8219,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,,,Desulfurellaceae
9454,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,,Janthinobacterium
9534,Proteobacteria,,,,,,Proteobacteria
9634,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,,Legionellaceae
9654,Proteobacteria,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae,Wenzhouxiangella,Wenzhouxiangella marina,Wenzhouxiangella marina
9659,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio versutus,Thioalkalivibrio versutus
9683,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
11441,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11447,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O157:H16
11470,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O103:H2 str. 12009
11496,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O55:H7 str. RM12579
11544,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11557,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11558,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11606,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
11637,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,Shigella flexneri 1a
11745,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
11754,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O25b:H4-ST131
11767,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
11949,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECNIH7,Enterobacter cloacae complex sp. ECNIH7
12829,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,Pasteurellaceae
2908,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium
3333,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
10907,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. FY-07,Enterobacter sp. FY-07
10981,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,Erwinia
11055,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,,Kosakonia
11643,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11933,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,Enterobacter cloacae
11955,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
12055,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,Klebsiella oxytoca
12064,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,Klebsiella oxytoca
645,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,Neorhizobium galegae,Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141
3603,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella cibaria,Weissella cibaria
5590,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 414,Actinomyces sp. oral taxon 414
5624,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum
5707,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium,Bifidobacterium dentium Bd1
6301,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium variabile,Corynebacterium variabile DSM 44702
11051,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia sp. CCTCC M2018092,Kosakonia sp. CCTCC M2018092
11777,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli ETEC H10407
12336,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,Klebsiella aerogenes
2894,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus casseliflavus,Enterococcus casseliflavus
2929,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium
4904,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Negativicoccus,Negativicoccus massiliensis,Negativicoccus massiliensis
4915,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,,,Veillonellaceae
11882,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,Cronobacter sakazakii
12341,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
1892,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
1951,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,,[Eubacterium] sulci,Eubacterium sulci ATCC 35585
2055,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus mediterraneensis,Anaerococcus mediterraneensis
2070,Firmicutes,,,,,,Firmicutes
2074,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus ivorii,Peptoniphilus ivorii
3880,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,Streptobacillus moniliformis,Streptobacillus moniliformis DSM 12112
12299,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
1432,Cyanobacteria,,,,,,Cyanobacteria
1547,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,,Caldicellulosiruptor
3359,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus wangshanyuanii,Enterococcus wangshanyuanii
3479,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,Lactobacillus amylovorus
4954,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,,Peptococcaceae
4956,Firmicutes,,,,,,Firmicutes
8232,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans,Desulfovibrio desulfuricans ATCC 27774
8237,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,Desulfovibrio
9240,Proteobacteria,Betaproteobacteria,,,Candidatus Nasuia,Candidatus Nasuia deltocephalinicola,Candidatus Nasuia deltocephalinicola
10601,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Carsonella,Candidatus Carsonella ruddii,Candidatus Carsonella ruddii
7419,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,,,Chitinophagaceae
7833,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,Campylobacter concisus 13826
8674,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava,Neisseria subflava
9027,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax carolinensis,Acidovorax carolinensis
11012,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis,Pantoea ananatis
12729,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter segnis,Aggregatibacter segnis ATCC 33393
12877,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella <proteobacterium>,Morganella morganii,Morganella morganii
3361,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Enterococcus faecalis V583
3400,Firmicutes,Bacilli,Lactobacillales,,,,Lactobacillales
8268,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,,Halobacteriovorax
9917,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii
12041,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,Klebsiella oxytoca
12104,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,,Raoultella
12281,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
12597,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus <enterobacteria>,Proteus mirabilis,Proteus mirabilis BB2000
1986,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
5019,Actinobacteria <phylum>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,,Coriobacteriaceae
6638,Gemmatimonadetes <phylum>,Gemmatimonadetes <class>,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,,Gemmatimonas
7322,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica,Prevotella melaninogenica ATCC 25845
7527,,,,,,,Bacteria <prokaryotes>
12446,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Hamiltonella,Candidatus Hamiltonella defensa,Candidatus Hamiltonella defensa (Bemisia tabaci)
320,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. Cra20,Sphingomonas sp. Cra20
385,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,Rhodobacteraceae bacterium QY30,Rhodobacteraceae bacterium QY30
2077,Firmicutes,,,,,,Firmicutes
5742,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,Bifidobacterium animalis subsp. lactis Bl-04
6266,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
7130,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium indoltheticum,Chryseobacterium indoltheticum
9034,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. RAC01,Acidovorax sp. RAC01
9812,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella <genus>,Moraxella osloensis,Moraxella osloensis
9838,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter arcticus,Psychrobacter arcticus 273-4
9843,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter urativorans,Psychrobacter urativorans
9995,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,Moraxellaceae
10351,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas antarctica,Pseudomonas antarctica
10393,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,Pseudomonas fragi
12231,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
2095,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Christensenella massiliensis,Christensenella massiliensis
2891,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. CR-Ec1,Enterococcus sp. CR-Ec1
3475,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,Lactobacillus amylovorus DSM 20531
6099,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,,Lawsonella,Lawsonella clevelandensis,Lawsonella clevelandensis
6154,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
6628,,,,,,,Bacteria <prokaryotes>
11439,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
1752,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,Hungateiclostridium clariflavum,Hungateiclostridium clariflavum DSM 19732
2067,Firmicutes,,,,,,Firmicutes
2868,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium divergens,Carnobacterium divergens
2887,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,Enterococcus cecorum
10002,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,,Hahella
10920,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii,Enterobacter ludwigii
10965,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,,Citrobacter freundii complex
11330,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
