,phylum,class,order,family,genus,species,taxon
8234,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans,Desulfovibrio desulfuricans
7405,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter tropicus,Flavisolibacter tropicus
2067,Firmicutes,,,,,,Firmicutes
8578,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,,,Xanthomonadales
10002,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,,Hahella
10965,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,,Citrobacter freundii complex
11030,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Tatumella,Tatumella citrea,Tatumella citrea
11047,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,Enterobacter hormaechei subsp. steigerwaltii
11330,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
12786,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,Pasteurella multocida
9105,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei
5588,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 897,Actinomyces sp. oral taxon 897
1273,Spirochaetes <phylum>,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira murdochii,Brachyspira murdochii DSM 12563
11681,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
12224,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
1906,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
5660,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
9534,Proteobacteria,,,,,,Proteobacteria
175,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. ABRDHK2,Novosphingobium sp. ABRDHK2
1023,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
7285,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides zoogleoformans,Bacteroides zoogleoformans
8187,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter bilis,Helicobacter bilis
13003,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
7929,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,Campylobacter
352,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus,Micavibrio aeruginosavorus
8395,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,,Mariprofundus
1987,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
4690,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria sp. NKC1-1,Ruegeria sp. NKC1-1
8803,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
275,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingobium
9340,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
10781,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Plesiomonas,Plesiomonas shigelloides,Plesiomonas shigelloides
11662,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,Shigella boydii
11553,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11680,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
2961,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. lactis
3622,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella soli,Weissella soli
4894,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella rodentium,Veillonella rodentium
10876,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cancerogenus,Enterobacter cancerogenus
10920,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii,Enterobacter ludwigii
11069,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Macclesfield str. S-1643
11965,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,Enterobacter asburiae
1771,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family IV. Incertae Sedis,Mahella,Mahella australiensis,Mahella australiensis 50-1 BON
3613,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella confusa,Weissella confusa
3626,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,,,Leuconostocaceae
3756,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis,Lactobacillus brevis
3800,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum
5455,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Kocuria,,Kocuria
7257,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides fragilis,Bacteroides fragilis
10936,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii,Enterobacter ludwigii
8257,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio magneticus,Desulfovibrio magneticus RS-1
8350,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,,Polyangiaceae
3655,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum,Lactobacillus fermentum 3872
12132,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia oryzae,Kosakonia oryzae
12174,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae subsp. pneumoniae
1686,,,,,,,Bacteria <prokaryotes>
3310,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3350,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3485,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
4329,Firmicutes,,,,,,Firmicutes
4923,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,,Selenomonas
4931,Firmicutes,,,,,,Firmicutes
4989,Chloroflexi <phylum>,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi,Dehalococcoides mccartyi
5048,Actinobacteria <phylum>,Coriobacteriia,,,,,Coriobacteriia
5390,Actinobacteria <phylum>,,,,,,Actinobacteria <phylum>
5730,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
5750,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
6617,Actinobacteria <phylum>,,,,,,Actinobacteria <phylum>
6948,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,,,,Flavobacteriales
7300,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,Prevotella intermedia ATCC 25611 = DSM 20706
7339,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,,,,Bacteroidales
7345,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,,,,Bacteroidales
7353,Bacteroidetes <phylum>,Bacteroidia,,,,,Bacteroidia
7583,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstia <Bacteria>,Fuerstia marisgermanicae,Fuerstia marisgermanicae
9493,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
11208,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. 77-1427
11390,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica
11525,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
12072,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,Klebsiella
12085,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. 638,Enterobacter sp. 638
12372,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium carotovorum,Pectobacterium carotovorum subsp. brasiliense
12373,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium carotovorum,Pectobacterium carotovorum
12397,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium atrosepticum,Pectobacterium atrosepticum
312,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. LK11,Sphingomonas sp. LK11
1872,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
5655,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
5674,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
5751,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,,,Bifidobacteriaceae
11488,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
5570,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia cardiffensis,Schaalia cardiffensis F0333
6898,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,,Aequorivita
1373,Cyanobacteria,,,,,,Cyanobacteria
1457,Cyanobacteria,,,,,,Cyanobacteria
1925,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
3591,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,,Leuconostoc
4309,Tenericutes,Mollicutes,,,,,Mollicutes
6619,Actinobacteria <phylum>,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter woesei,Conexibacter woesei DSM 14684
7183,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter propionicigenes,Paludibacter propionicigenes WB4
7352,Bacteroidetes <phylum>,Bacteroidia,,,,,Bacteroidia
13470,Proteobacteria,,,,,,Proteobacteria
5718,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium angulatum
547,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
1421,Cyanobacteria,,,,,,Cyanobacteria
1578,Aquificae <phylum>,Aquificae <class>,Aquificales,Aquificaceae,,,Aquificaceae
1580,Aquificae <phylum>,Aquificae <class>,Aquificales,,,,Aquificales
1594,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,Coprothermobacteraceae,Coprothermobacter,Coprothermobacter proteolyticus,Coprothermobacter proteolyticus DSM 5265
1971,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides difficile
1985,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,,Peptostreptococcaceae
2001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,Blautia
3126,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3344,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3513,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,Lactobacillus delbrueckii subsp. bulgaricus 2038
3988,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma hippikon,Acholeplasma hippikon
4682,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria
4899,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,,Veillonella
4973,Chloroflexi <phylum>,Thermomicrobia <class>,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium,Thermomicrobium roseum,Thermomicrobium roseum DSM 5159
5728,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
6020,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Propionibacteriaceae,,,Propionibacteriaceae
6076,Actinobacteria <phylum>,Actinobacteria <class>,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,,Amycolatopsis
6137,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
7567,Planctomycetes <phylum>,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Sedimentisphaera,,Sedimentisphaera
8392,,,,,,,Bacteria <prokaryotes>
10526,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
10869,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,Enterobacter cloacae
10878,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,Enterobacter asburiae L1
10881,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea rwandensis,Pantoea rwandensis
10882,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
10895,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,Cedecea neteri
10901,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. ODB01,Enterobacter sp. ODB01
10929,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter kobei,Enterobacter kobei
10937,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii,Enterobacter ludwigii
10975,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia billingiae,Erwinia billingiae Eb661
10977,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,Erwinia
10988,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea stewartii,Pantoea stewartii subsp. stewartii DC283
11168,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica
11228,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica
11232,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica
11245,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Typhimurium str. U288
11267,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Typhi str. CT18
11355,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Corvallis
11407,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. 86,Citrobacter sp. 86
11458,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11883,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,,Cronobacter
11890,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,Cronobacter sakazakii SP291
11892,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,Cronobacter sakazakii
11940,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. Crenshaw,Enterobacter sp. Crenshaw
11959,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,Enterobacter cloacae
11978,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter werkmanii,Citrobacter werkmanii
11989,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,Citrobacter freundii
12081,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera intermedia,Kluyvera intermedia
12096,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella planticola,Raoultella planticola
12112,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,Klebsiella aerogenes
12178,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae subsp. pneumoniae
12210,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
12243,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
12284,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
12289,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
12380,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium parmentieri,Pectobacterium parmentieri WPP163
12541,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani,Dickeya solani RNS 08.23.3.1.A
12881,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella <proteobacterium>,Morganella morganii,Morganella morganii
12904,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya dianthicola,Dickeya dianthicola
12948,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia <bacteria>,,Yersinia <bacteria>
13359,Proteobacteria,Gammaproteobacteria,Alteromonadales,,,,Alteromonadales
4522,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus
11784,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
1308,Spirochaetes <phylum>,Spirochaetia,,,,,Spirochaetia
1310,Candidatus Cloacimonetes,,,,Candidatus Cloacimonas,Candidatus Cloacimonas acidaminovorans,Candidatus Cloacimonas acidaminovorans str. Evry
1315,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus
1581,Aquificae <phylum>,Aquificae <class>,,,,,Aquificae <class>
1586,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga,Thermovirga lienii,Thermovirga lienii DSM 17291
1693,Firmicutes,,,,,,Firmicutes
2052,Firmicutes,Tissierellia,Tissierellales,,Sporanaerobacter,Sporanaerobacter sp. NJN-17,Sporanaerobacter sp. NJN-17
2117,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,,,Thermoactinomycetaceae
3341,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3620,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,,Weissella
3990,Tenericutes,,,,,,Tenericutes
4147,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,Mycoplasma
4326,Firmicutes,,,,,,Firmicutes
4712,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,,Brevibacillus
4809,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,Paenibacillus
4862,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,,,Halobacteroidaceae
5008,Chloroflexi <phylum>,Ktedonobacteria,Ktedonobacterales,,,Ktedonobacterales bacterium SCAWS-G2,Ktedonobacterales bacterium SCAWS-G2
5693,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
6237,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
